SAL_CODE_2021,SAL_NAME_2021,STATE_CODE_2021
40374,Dublin,4
40375,Duck Ponds,4
40376,Dudley East,4
40377,Dudley Park (SA),4
40378,Dudley West,4
40379,Dulwich,4
40380,Duncan,4
40381,Dutton,4
40382,Dutton East,4
40383,East Moonta,4
40384,Eastwood (SA),4
40385,Eba,4
40386,Eba Anchorage,4
40387,Ebenezer (SA),4
40388,Echunga,4
40389,Eden Hills,4
40390,Eden Valley,4
40391,Edillilie,4
40392,Edinburgh,4
40393,Edinburgh North,4
40394,Edithburgh,4
40395,Edwardstown,4
40396,Eight Mile Creek (SA),4
40397,Elizabeth,4
40398,Elizabeth Downs,4
40399,Elizabeth East,4
40400,Elizabeth Grove,4
40401,Elizabeth North,4
40402,Elizabeth Park,4
40403,Elizabeth South,4
40404,Elizabeth Vale,4
40405,Elliston,4
40406,Elwomple,4
40407,Emu Bay,4
40408,Emu Downs,4
40409,Emu Flat (SA),4
40410,Encounter Bay,4
40411,Enfield (SA),4
40412,Erindale,4
40413,Erith,4
40414,Erskine (SA),4
40415,Ethelton,4
40416,Ettrick (SA),4
40417,Eudunda,4
40418,Eurelia,4
40419,Euromina,4
40420,Evandale (SA),4
40421,Evanston,4
40422,Evanston Gardens,4
40423,Evanston Park,4
40424,Evanston South,4
40425,Everard Central,4
40426,Everard Park,4
40427,Exeter (SA),4
40428,Eyre,4
40429,Fairview Park,4
40430,False Bay,4
40431,Farina,4
40432,Farrell Flat,4
40433,Felixstow,4
40434,Ferryden Park,4
40435,Field,4
40436,Findon,4
40437,Finniss,4
40438,Firle,4
40439,Fischer,4
40440,Fisher (SA),4
40441,Fisherman Bay,4
40442,Fitzroy (SA),4
40443,Five Miles,4
40444,Flagstaff Hill,4
40445,Flaxley,4
40446,Flaxman Valley,4
40447,Flinders Chase,4
40448,Flinders Park,4
40449,Flinders Ranges,4
40450,Florina Station,4
40451,Fords,4
40452,Forest Range,4
40453,Forestville (SA),4
40454,Forreston,4
40455,Forster (SA),4
40456,Foul Bay,4
40457,Fountain,4
40458,Fox,4
40459,Frahns,4
40460,Frances,4
40461,Franklyn,4
40462,Frankton,4
40463,Frayville,4
40464,Freeling,4
40465,Frewville,4
40466,Frome Downs,4
40467,Fulham (SA),4
40468,Fulham Gardens,4
40469,Fullarton,4
40470,Furner,4
40471,Galga,4
40472,Gammon Ranges,4
40473,Garden Island (SA),4
40474,Gawler (SA),4
40475,Gawler Belt,4
40476,Gawler East,4
40477,Gawler Ranges,4
40478,Gawler River,4
40479,Gawler South,4
40480,Gawler West,4
40481,Gemmells,4
40482,Georgetown (SA),4
40483,Gepps Cross,4
40484,Geranium,4
40485,Geranium Plains,4
40486,Gerard,4
40487,German Creek,4
40488,German Flat,4
40489,Germein Bay,4
40490,Gidgealpa,4
40491,Gifford Hill,4
40492,Gilberton (SA),4
40493,Giles Corner,4
40494,Gillentown,4
40495,Gilles Plains,4
40496,Gillman,4
40497,Gladstone (SA),4
40498,Glandore,4
40499,Glanville,4
40500,Glen Osmond,4
40501,Glenalta,4
40502,Glenburnie,4
40503,Glencoe (SA),4
40504,Glendambo,4
40505,Glenelg (SA),4
40506,Glenelg East,4
40507,Glenelg North,4
40508,Glenelg South,4
40509,Glengowrie,4
40510,Glenroy (SA),4
40511,Glenside,4
40512,Glenunga,4
40513,Globe Derby Park,4
40514,Glossop,4
40515,Glynde,4
40516,Golden Grove,4
40517,Golden Heights,4
40518,Gomersal,4
40519,Good Hope Landing,4
40520,Goodwood (SA),4
40521,Goolwa,4
40522,Goolwa Beach,4
40523,Goolwa North,4
40524,Goolwa South,4
40525,Gosse,4
40526,Gould Creek,4
40527,Goyder,4
40528,Grace Plains,4
40529,Grampus,4
40530,Grange (SA),4
40531,Green Fields,4
40532,Green Hills Range,4
40533,Green Patch,4
40534,Greenacres,4
40535,Greenhill (SA),4
40536,Greenock,4
40537,Greenways,4
40538,Greenwith,4
40539,Gulfview Heights,4
40540,Gulnare,4
40541,Gum Creek,4
40542,Gumeracha,4
40543,Gurra Gurra,4
40544,Hackham,4
40545,Hackham West,4
40546,Hacklins Corner,4
40547,Hackney,4
40548,Hahndorf,4
40549,Haines,4
40550,Halbury,4
40551,Halidon,4
40552,Hallelujah Hills,4
40553,Hallett,4
40554,Hallett Cove,4
40555,Hambidge,4
40556,Hamilton (SA),4
40557,Hamley,4
40558,Hamley Bridge,4
40559,Hammond,4
40560,Hampden (SA),4
40561,Hampstead Gardens,4
40562,Hansborough,4
40563,Hanson,4
40564,Happy Valley (SA),4
40565,Hardwicke Bay,4
40566,Hardy,4
40567,Harrogate,4
40568,Hart (SA),4
40569,Hartley (SA),4
40570,Haslam,4
40571,Hatherleigh,4
40572,Hawker (SA),4
40573,Hawson,4
40574,Hawthorn (SA),4
40575,Hawthorndene,4
40576,Hay Flat,4
40577,Hay Valley,4
40578,Hayborough,4
40579,Hazelwood Park,4
40580,Heathfield,4
40581,Heathpool,4
40582,Hectorville,4
40583,Hendon (SA),4
40584,Henley Beach,4
40585,Henley Beach South,4
40586,Hewett,4
40587,Highbury (SA),4
40588,Highgate (SA),4
40589,Highland Valley,4
40590,Hill River (SA),4
40591,Hillbank,4
40592,Hillcrest (SA),4
40593,Hillier,4
40594,Hilltown,4
40595,Hilton (SA),4
40596,Hincks,4
40597,Hindmarsh (SA),4
40598,Hindmarsh Island,4
40599,Hindmarsh Tiers,4
40600,Hindmarsh Valley,4
40601,Holden Hill,4
40602,Holder (SA),4
40603,Holder Siding,4
40604,Honiton,4
40605,Hope Forest,4
40606,Hope Gap,4
40607,Hope Valley (SA),4
40608,Hornsdale,4
40609,Horsnell Gully,4
40610,Hoskin Corner,4
40611,Houghton,4
40612,Hove,4
40613,Hoyleton,4
40614,Huddleston,4
40615,Humbug Scrub,4
40616,Huntfield Heights,4
40617,Hyde Park (SA),4
40618,Hynam,4
40619,Ingle Farm,4
40620,Inglewood (SA),4
40621,Ingomar,4
40622,Inkerman (SA),4
40623,Inkster,4
40624,Inman Valley,4
40625,Innamincka,4
40626,Inneston,4
40627,Iron Knob,4
40628,Ironbank,4
40629,Ironstone,4
40630,Island Beach,4
40631,Island Lagoon,4
40632,Iwantja,4
40633,Jabuk,4
40634,James Well,4
40635,Jamestown,4
40636,Jamieson (SA),4
40637,Jericho (SA),4
40638,Jerusalem,4
40639,Jervois,4
40640,Joanna,4
40641,Johnburgh,4
40642,Joslin,4
40643,Julanka Holdings,4
40644,Julia,4
40645,Jupiter Creek,4
40646,Kadina,4
40647,Kainton,4
40648,Kalamurina,4
40649,Kalanbi,4
40650,Kalangadoo,4
40651,Kalbeeba,4
40652,Kaldoonera,4
40653,Kalka,4
40654,Kallora,4
40655,Kaltjiti,4
40656,Kangarilla,4
40657,Kangaroo Flat (SA),4
40658,Kangaroo Head,4
40659,Kangaroo Inn,4
40660,Kanmantoo,4
40661,Kanni,4
40662,Kanpi,4
40663,Kanyaka,4
40664,Kapinnie,4
40665,Kappawanta,4
40666,Kapunda,4
40667,Karatta,4
40668,Karcultaby,4
40669,Karkoo,4
40670,Karoonda,4
40671,Karte,4
40672,Katarapko,4
40673,Keilira,4
40674,Keith,4
40675,Kellidie Bay,4
40676,Kelly,4
40677,Kensington (SA),4
40678,Kensington Gardens,4
40679,Kensington Park,4
40680,Kent Town,4
40681,Kenton Valley,4
40682,Kepa,4
40683,Keppoch,4
40684,Kersbrook,4
40685,Keswick,4
40686,Keswick Terminal,4
40687,Keyneton,4
40688,Ki Ki,4
40689,Kiana,4
40690,Kidman Park,4
40691,Kielpa,4
40692,Kilburn,4
40693,Kilkenny,4
40694,Kimba,4
40695,Kingoonya,4
40696,Kings Park (SA),4
40697,Kingscote,4
40698,Kingsford (SA),4
40699,Kingston On Murray,4
40700,Kingston Park,4
40701,Kingston Se,4
40702,Kingswood (SA),4
40703,Klemzig,4
40704,Kohinoor,4
40705,Kondoolka,4
40706,Kongal,4
40707,Kongorong,4
40708,Koolgera,4
40709,Koolunga,4
40710,Koolywurtie,4
40711,Koonamore,4
40712,Koongawa,4
40713,Koonibba,4
40714,Koonoona,4
40715,Koonunga,4
40716,Koorine,4
40717,Kooroona,4
40718,Koppamurra,4
40719,Koppio,4
40720,Korunye,4
40721,Kringin,4
40722,Krondorf,4
40723,Krongart,4
40724,Kudla,4
40725,Kuitpo,4
40726,Kuitpo Colony,4
40727,Kulpara,4
40728,Kurralta Park,4
40729,Kyancutta,4
40730,Kybunga,4
40731,Kybybolite,4
40732,Kyeema,4
40733,Laffer,4
40734,Lake Albert (SA),4
40735,Lake Alexandrina,4
40736,Lake Carlet,4
40737,Lake Everard,4
40738,Lake Eyre,4
40739,Lake Frome,4
40740,Lake Gairdner,4
40741,Lake Gilles,4
40742,Lake Macfarlane,4
40743,Lake Plains,4
40744,Lake Torrens,4
40745,Lake View,4
40746,Lameroo,4
40747,Langhorne Creek,4
40748,Langs Landing,4
40749,Largs Bay,4
40750,Largs North,4
40751,Laura (SA),4
40752,Laura Bay,4
40753,Leabrook,4
40754,Leasingham,4
40755,Leawood Gardens,4
40756,Leigh Creek (SA),4
40757,Leigh Creek Station,4
40758,Leighton,4
40759,Lenswood,4
40760,Lewiston,4
40761,Light Pass,4
40762,Lightsview,4
40763,Lincoln National Park,4
40764,Linden Park,4
40765,Lindley,4
40766,Lindon,4
40767,Linwood,4
40768,Lipson,4
40769,Little Douglas,4
40770,Littlehampton,4
40771,Lobethal,4
40772,Lochaber,4
40773,Lochiel (SA),4
40774,Lock,4
40775,Lockleys,4
40776,Long Flat (SA),4
40777,Long Plains,4
40778,Longwood (SA),4
40779,Lonsdale,4
40780,Louth Bay,4
40781,Loveday,4
40782,Lowan Vale,4
40783,Lowbank,4
40784,Lower Broughton,4
40785,Lower Hermitage,4
40786,Lower Inman Valley,4
40787,Lower Light,4
40788,Lower Mitcham,4
40789,Loxton,4
40790,Loxton North,4
40791,Lucindale,4
40792,Lucky Bay,4
40793,Lyndhurst (SA),4
40794,Lyndoch,4
40795,Lynton,4
40796,Lyrup,4
40797,Maaoupe,4
40798,Mabel Creek,4
40799,Macclesfield (SA),4
40800,Macdonald Park,4
40801,Macgillivray,4
40802,Macumba,4
40803,Magarey,4
40804,Magdala,4
40805,Maggea,4
40806,Magill,4
40807,Mahanewo,4
40808,Maitland (SA),4
40809,Makin,4
40810,Malinong,4
40811,Mallala,4
40812,Malpas,4
40813,Maltee,4
40814,Malvern (SA),4
40815,Mambray Creek,4
40816,Mangalo,4
40817,Manna Hill,4
40818,Mannanarie,4
40819,Manningham,4
40820,Mannum,4
40821,Manoora (SA),4
40822,Mansfield Park,4
40823,Mantung,4
40824,Marama,4
40825,Marananga,4
40826,Marble Hill,4
40827,Marcollat,4
40828,Marden,4
40829,Marino,4
40830,Marion,4
40831,Marion Bay (SA),4
40832,Markaranka,4
40833,Marks Landing,4
40834,Marla,4
40835,Marleston,4
40836,Marola,4
40837,Marrabel,4
40838,Marree,4
40839,Marryatville,4
40840,Maryvale (SA),4
40841,Maslin Beach,4
40842,Matta Flat,4
40843,Maude (SA),4
40844,Mawson Lakes,4
40845,Mayfield (SA),4
40846,Maylands (SA),4
40847,McBean Pound,4
40848,McCallum,4
40849,McCracken,4
40850,McHarg Creek,4
40851,McLaren Flat,4
40852,McLaren Vale,4
40853,Meadows,4
40854,Medindie,4
40855,Medindie Gardens,4
40856,Melrose (SA),4
40857,Melrose Park (SA),4
40858,Melton (SA),4
40859,Meningie,4
40860,Meningie East,4
40861,Meningie West,4
40862,Menzies (SA),4
40863,Mercunda,4
40864,Merghiny,4
40865,Meribah,4
40866,Merriton,4
40867,Middle Beach,4
40868,Middle River,4
40869,Middleback Range,4
40870,Middleton (SA),4
40871,Midgee (SA),4
40872,Mil-Lel,4
40873,Milang,4
40874,Mile End,4
40875,Mile End South,4
40876,Milendella,4
40877,Millbrook (SA),4
40878,Millicent,4
40879,Millswood,4
40880,Miltalie,4
40881,Mimili,4
40882,Minbrie,4
40883,Minburra,4
40884,Mindarie (SA),4
40885,Mingbool,4
40886,Minlaton,4
40887,Minnipa,4
40888,Mintaro,4
40889,Minvalara,4
40890,Miranda (SA),4
40891,Mitcham (SA),4
40892,Mitchell (SA),4
40893,Mitchell Park (SA),4
40894,Mitchellville,4
40895,Moana,4
40896,Mobilong,4
40897,Moculta,4
40898,Modbury,4
40899,Modbury Heights,4
40900,Modbury North,4
40901,Moerlong,4
40902,Monarto,4
40903,Monarto South,4
40904,Monash (SA),4
40905,Monbulla,4
40906,Mongolata,4
40907,Montacute,4
40908,Montarra,4
40909,Monteith,4
40910,Moockra,4
40911,Moody,4
40912,Mooleulooloo,4
40913,Moonaree,4
40914,Moonta,4
40915,Moonta Bay,4
40916,Moonta Mines,4
40917,Moorak,4
40918,Moorlands,4
40919,Moorook,4
40920,Moorook South,4
40921,Moppa,4
40922,Morchard,4
40923,Morgan,4
40924,Morn Hill,4
40925,Morphett Vale,4
40926,Morphetts Flat,4
40927,Morphettville,4
40928,Mortana,4
40929,Moseley,4
40930,Mosquito Hill,4
40931,Motpena,4
40932,Mount Barker (SA),4
40933,Mount Barker Junction,4
40934,Mount Barker Springs,4
40935,Mount Barker Summit,4
40936,Mount Benson,4
40937,Mount Bryan,4
40938,Mount Bryan East,4
40939,Mount Burr,4
40940,Mount Charles,4
40941,Mount Compass,4
40942,Mount Cooper (SA),4
40943,Mount Crawford,4
40944,Mount Damper,4
40945,Mount Drummond,4
40946,Mount Dutton Bay,4
40947,Mount Gambier,4
40948,Mount George (SA),4
40949,Mount Hope (SA),4
40950,Mount Ive,4
40951,Mount Jagged,4
40952,Mount Joy,4
40953,Mount Light,4
40954,Mount Magnificent,4
40955,Mount Mary,4
40956,Mount Mcintyre,4
40957,Mount Mckenzie,4
40958,Mount Observation (SA),4
40959,Mount Osmond,4
40960,Mount Pleasant (SA),4
40961,Mount Schank,4
40962,Mount Serle,4
40963,Mount Templeton,4
40964,Mount Torrens,4
40965,Mount Wedge,4
40966,Mount Willoughby,4
40967,Moyhall,4
40968,Mudamuckla,4
40969,Mulgundawa,4
40970,Mullaquana,4
40971,Muloorina,4
40972,Mundallio,4
40973,Mundic Creek,4
40974,Mundoo Island,4
40975,Mundoora,4
40976,Mundulla,4
40977,Mundulla West,4
40978,Mungeranie,4
40979,Munno Para,4
40980,Munno Para Downs,4
40981,Munno Para West,4
40982,Murbko,4
40983,Murdinga,4
40984,Murlong,4
40985,Murputja - Nyapari,4
40986,Murrawong,4
40987,Murray Bridge,4
40988,Murray Bridge East,4
40989,Murray Bridge North,4
40990,Murray Bridge South,4
40991,Murray Town,4
40992,Murtho,4
40993,Muston,4
40994,Mutooroo,4
40995,Mylor,4
40996,Mypolonga,4
40997,Myponga,4
40998,Myponga Beach,4
40999,Myrtle Bank (SA),4
41000,Nackara,4
41001,Nadia,4
41002,Naidia,4
41003,Nailsworth,4
41004,Nain,4
41005,Nairne,4
41006,Nalyappa,4
41007,Nangkita,4
41008,Nangwarry,4
41009,Nantawarra,4
41010,Napperby,4
41011,Naracoorte,4
41012,Narridy,4
41013,Narrung (SA),4
41014,Naturi,4
41015,Neales Flat,4
41016,Nectar Brook,4
41017,Nelshaby,4
41018,Nene Valley,4
41019,Nepabunna,4
41020,Nepean Bay,4
41021,Netherby (SA),4
41022,Netherton,4
41023,Netley,4
41024,New Port,4
41025,New Residence,4
41026,New Town (SA),4
41027,New Well,4
41028,Newland,4
41029,Newton,4
41030,Ngapala,4
41031,Ngarkat,4
41032,Nildottie,4
41033,Ninnes,4
41034,Noarlunga Centre,4
41035,Noarlunga Downs,4
41036,Nora Creina,4
41037,Normanville (SA),4
41038,North Adelaide,4
41039,North Beach (SA),4
41040,North Booborowie,4
41041,North Brighton,4
41042,North Cape,4
41043,North Haven (SA),4
41044,North Moonta,4
41045,North Plympton,4
41046,North Shields,4
41047,North West Bend,4
41048,North Yelta,4
41049,Northern Heights,4
41050,Northfield,4
41051,Northgate (SA),4
41052,Norton Summit,4
41053,Norwood (SA),4
41054,Notts Well,4
41055,Novar Gardens,4
41056,Nullarbor,4
41057,Nunjikompita,4
41058,Nuriootpa,4
41059,Nurom,4
41060,Nurragi,4
41061,O'Halloran Hill,4
41062,O'Sullivan Beach,4
41063,Oak Valley (SA),4
41064,Oakbank,4
41065,Oakden,4
41066,Oakden Hills,4
41067,Oaklands Park,4
41068,Ob Flat,4
41069,Olary,4
41070,Old Calperum,4
41071,Old Noarlunga,4
41072,Old Reynella,4
41073,Old Teal Flat,4
41074,Olympic Dam,4
41075,One Tree Hill,4
41076,Onkaparinga Hills,4
41077,Oodla Wirra,4
41078,Oodnadatta,4
41079,Orroroo,4
41080,Osborne (SA),4
41081,Ottoway,4
41082,Outer Harbor,4
41083,Overland Corner,4
41084,Ovingham,4
41085,Owen,4
41086,Padthaway,4
41087,Paechtown,4
41088,Pages Flat,4
41089,Paisley,4
41090,Palkagee,4
41091,Pallamana,4
41092,Palmer (SA),4
41093,Pandurra,4
41094,Panitya (SA),4
41095,Panorama,4
41096,Para Hills,4
41097,Para Hills West,4
41098,Para Vista,4
41099,Parachilna,4
41100,Paracombe,4
41101,Paradise (SA),4
41102,Parafield,4
41103,Parafield Gardens,4
41104,Parakylia,4
41105,Paralowie,4
41106,Paramatta,4
41107,Paratoo,4
41108,Parawa,4
41109,Parham,4
41110,Parilla,4
41111,Paringa,4
41112,Paris Creek,4
41113,Park Holme,4
41114,Parkside (SA),4
41115,Parnaroo,4
41116,Parndana,4
41117,Parrakie,4
41118,Parsons Beach,4
41119,Paruna,4
41120,Pasadena,4
41121,Paskeville,4
41122,Pata,4
41123,Payneham,4
41124,Payneham South,4
41125,Peake,4
41126,Pearlah,4
41127,Peebinga,4
41128,Peep Hill,4
41129,Pekina,4
41130,Pelican Lagoon,4
41131,Pelican Point (SA),4
41132,Pellaring Flat,4
41133,Penfield,4
41134,Penfield Gardens,4
41135,Penneshaw,4
41136,Pennington,4
41137,Penola,4
41138,Penong,4
41139,Penrice,4
41140,Penwortham,4
41141,Perlubie,4
41142,Perponda,4
41143,Peterborough (SA),4
41144,Peterhead,4
41145,Petersville,4
41146,Petherick,4
41147,Petina,4
41148,Petwood,4
41149,Pewsey Vale,4
41150,Piccadilly (SA),4
41151,Piednippie,4
41152,Pike River,4
41153,Pimba,4
41154,Pimbaacla,4
41155,Pine Creek (SA),4
41156,Pine Creek Station,4
41157,Pine Hill,4
41158,Pine Point,4
41159,Pinery,4
41160,Pinkawillinie,4
41161,Pinkerton Plains,4
41162,Pinks Beach,4
41163,Pinnaroo,4
41164,Pipalyatjara,4
41165,Pirie East,4
41166,Pleasant Park,4
41167,Plympton,4
41168,Plympton Park,4
41169,Point Boston,4
41170,Point Lowly,4
41171,Point Pass,4
41172,Point Pearce,4
41173,Point Souttar,4
41174,Point Sturt,4
41175,Point Turton,4
41176,Polda,4
41177,Polish Hill River,4
41178,Poltalloch,4
41179,Pompoota,4
41180,Ponde,4
41181,Poochera,4
41182,Pooginagoric,4
41183,Pooginook,4
41184,Poonindie,4
41185,Pooraka,4
41186,Porky Flat,4
41187,Port Adelaide,4
41188,Port Arthur (SA),4
41189,Port Augusta,4
41190,Port Augusta West,4
41191,Port Bonython,4
41192,Port Broughton,4
41193,Port Davis,4
41194,Port Elliot,4
41195,Port Gawler,4
41196,Port Germein,4
41197,Port Gibbon,4
41198,Port Hughes,4
41199,Port Julia,4
41200,Port Kenny,4
41201,Port Lincoln,4
41202,Port Macdonnell,4
41203,Port Mannum,4
41204,Port Moorowie,4
41205,Port Neill,4
41206,Port Noarlunga,4
41207,Port Noarlunga South,4
41208,Port Paterson,4
41209,Port Pirie,4
41210,Port Pirie South,4
41211,Port Pirie West,4
41212,Port Rickaby,4
41213,Port Victoria,4
41214,Port Vincent,4
41215,Port Wakefield,4
41216,Port Willunga,4
41217,Porter Lagoon,4
41218,Price,4
41219,Proof Range,4
41220,Prospect (SA),4
41221,Prospect Hill,4
41222,Pukatja,4
41223,Puntabie,4
41224,Punthari,4
41225,Punyelroo,4
41226,Pureba,4
41227,Purnong,4
41228,Pyap,4
41229,Pyap West,4
41230,Pygery,4
41231,Qualco,4
41232,Queenstown (SA),4
41233,Quorn,4
41234,Racecourse Bay,4
41235,Ramco,4
41236,Ramco Heights,4
41237,Ramsay (SA),4
41238,Rapid Bay,4
41239,Red Creek,4
41240,Redbanks,4
41241,Redhill,4
41242,Redwood Park,4
41243,Reedy Creek (SA),4
41244,Reeves Plains,4
41245,Regency Park,4
41246,Reid (SA),4
41247,Rendelsham,4
41248,Renmark,4
41249,Renmark North,4
41250,Renmark South,4
41251,Renmark West,4
41252,Renown Park,4
41253,Reynella,4
41254,Reynella East,4
41255,Rhynie,4
41256,Richmond (SA),4
41257,Ridgehaven,4
41258,Ridleyton,4
41259,Risdon Park,4
41260,Risdon Park South,4
41261,Riverglades,4
41262,Riverglen,4
41263,Riverton (SA),4
41264,Robe,4
41265,Robertstown,4
41266,Rochester (SA),4
41267,Rockleigh,4
41268,Rocky Camp,4
41269,Rocky Gully (SA),4
41270,Rocky Plain (SA),4
41271,Rocky Point (SA),4
41272,Rogues Point,4
41273,Rose Park,4
41274,Rosedale (SA),4
41275,Rosetown,4
41276,Rosewater,4
41277,Roseworthy,4
41278,Rosslyn Park,4
41279,Rostrevor,4
41280,Rowland Flat,4
41281,Roxby Downs,4
41282,Royal Park,4
41283,Royston Park,4
41284,Rudall,4
41285,SA Remainder,4
41286,Saddleworth,4
41287,Saints,4
41288,Salisbury (SA),4
41289,Salisbury Downs,4
41290,Salisbury East,4
41291,Salisbury Heights,4
41292,Salisbury North,4
41293,Salisbury Park,4
41294,Salisbury Plain,4
41295,Salisbury South,4
41296,Salt Creek,4
41297,Salter Springs,4
41298,Saltia,4
41299,Sampson Flat,4
41300,Sandalwood,4
41301,Sandergrove,4
41302,Sanderston,4
41303,Sandilands (SA),4
41304,Sandleton,4
41305,Sandy Creek (SA),4
41306,Sandy Grove,4
41307,Sapphiretown,4
41308,Sceale Bay,4
41309,Schell Well,4
41310,Scott Creek,4
41311,Seacliff,4
41312,Seacliff Park,4
41313,Seacombe Gardens,4
41314,Seacombe Heights,4
41315,Seaford (SA),4
41316,Seaford Heights,4
41317,Seaford Meadows,4
41318,Seaford Rise,4
41319,Seal Bay,4
41320,Seaton (SA),4
41321,Seaview Downs,4
41322,Sebastopol (SA),4
41323,Second Valley,4
41324,Sedan,4
41325,Seddon (SA),4
41326,Sefton Park,4
41327,Sellicks Beach,4
41328,Sellicks Hill,4
41329,Semaphore,4
41330,Semaphore Park,4
41331,Semaphore South,4
41332,Senior,4
41333,Seppeltsfield,4
41334,Sevenhill,4
41335,Shaugh,4
41336,Shea-Oak Log,4
41337,Sheaoak Flat,4
41338,Sheidow Park,4
41339,Sheringa,4
41340,Sherlock (SA),4
41341,Sherwood (SA),4
41342,Short,4
41343,Silverton (SA),4
41344,Skye (SA),4
41345,Sleaford,4
41346,Smithfield (SA),4
41347,Smithfield Plains,4
41348,Smoky Bay,4
41349,Snowtown,4
41350,Solomon,4
41351,Solomontown,4
41352,Somerton Park,4
41353,South Brighton,4
41354,South Hummocks,4
41355,South Kilkerran,4
41356,South Plympton,4
41357,Southend,4
41358,Spalding (SA),4
41359,Spectacle Lake,4
41360,Spence (SA),4
41361,Spring Farm (SA),4
41362,Spring Gully (SA),4
41363,Springfield (SA),4
41364,Springton,4
41365,Square Mile,4
41366,St Agnes (SA),4
41367,St Clair (SA),4
41368,St Georges,4
41369,St Ives (SA),4
41370,St Johns,4
41371,St Kilda (SA),4
41372,St Kitts,4
41373,St Marys (SA),4
41374,St Morris,4
41375,St Peters (SA),4
41376,Stanley (SA),4
41377,Stanley Flat,4
41378,Stansbury,4
41379,Steelton,4
41380,Steinfeld,4
41381,Stephenston,4
41382,Stepney,4
41383,Stewart Range,4
41384,Stirling (SA),4
41385,Stirling North,4
41386,Stockport,4
41387,Stockwell,4
41388,Stockyard Creek (SA),4
41389,Stockyard Plain,4
41390,Stokes Bay,4
41391,Stone Hut,4
41392,Stone Well,4
41393,Stonyfell,4
41394,Stow,4
41395,Strathalbyn (SA),4
41396,Streaky Bay,4
41397,Struan,4
41398,Stuart (SA),4
41399,Stuarts Creek,4
41400,Stun'Sail Boom,4
41401,Sturt (SA),4
41402,Sturt Vale,4
41403,Sultana Point,4
41404,Summertown,4
41405,Sunlands,4
41406,Sunnybrae,4
41407,Sunnydale,4
41408,Sunnyside (SA),4
41409,Sunnyvale,4
41410,Surrey Downs,4
41411,Sutherlands,4
41412,Suttontown,4
41413,Swan Reach (SA),4
41414,Swanport,4
41415,Swede Flat,4
41416,Tailem Bend,4
41417,Taldra,4
41418,Talia,4
41419,Tantanoola,4
41420,Tanunda,4
41421,Taperoo,4
41422,Taplan,4
41423,Taratap,4
41424,Tarcoola,4
41425,Tarcowie,4
41426,Tarlee,4
41427,Tarnma,4
41428,Tarpeena,4
41429,Tatachilla,4
41430,Taunton (SA),4
41431,Taylorville,4
41432,Tea Tree Gully,4
41433,Teal Flat,4
41434,Telowie,4
41435,Templers,4
41436,Tennyson (SA),4
41437,Tepko,4
41438,Teringie,4
41439,Terowie,4
41440,The Gap (SA),4
41441,The Pines (SA),4
41442,The Range (SA),4
41443,Thebarton,4
41444,Thevenard,4
41445,Thomas Plain,4
41446,Thompson Beach,4
41447,Thorngate,4
41448,Thornlea,4
41449,Thrington,4
41450,Tiatukia,4
41451,Tickera,4
41452,Tiddy Widdy Beach,4
41453,Tieyon,4
41454,Tilley Swamp,4
41455,Tintinara,4
41456,Tolderol,4
41457,Tonsley,4
41458,Tooligie,4
41459,Tooperang,4
41460,Toora (SA),4
41461,Toorak Gardens,4
41462,Tootenilla,4
41463,Torrens Island,4
41464,Torrens Park,4
41465,Torrens Vale,4
41466,Torrensville,4
41467,Tothill Belt,4
41468,Tothill Creek,4
41469,Totness,4
41470,Towitta,4
41471,Tranmere (SA),4
41472,Trinity Gardens,4
41473,Trott Park,4
41474,Truro,4
41475,Tulka,4
41476,Tumby Bay,4
41477,Tungkillo,4
41478,Tunkalilla,4
41479,Tusmore,4
41480,Two Wells,4
41481,Tyringa,4
41482,Ucolta,4
41483,Uley,4
41484,Uleybury,4
41485,Ulooloo,4
41486,Ulyerra,4
41487,Undalya,4
41488,Underdale,4
41489,Ungarra,4
41490,Unley,4
41491,Unley Park,4
41492,Uno,4
41493,Upper Hermitage,4
41494,Upper Sturt,4
41495,Uraidla,4
41496,Urania,4
41497,Urrbrae,4
41498,Uworra,4
41499,Vale Park,4
41500,Valley View,4
41501,Veitch,4
41502,Venus Bay (SA),4
41503,Verdun,4
41504,Verran,4
41505,Victor Harbor,4
41506,Vine Vale,4
41507,Virginia (SA),4
41508,Vista,4
41509,Vivonne Bay,4
41510,Waddikee,4
41511,Waikerie,4
41512,Waitpinga,4
41513,Walker Flat,4
41514,Walkerville (SA),4
41515,Walkley Heights,4
41516,Wall Flat,4
41517,Wallala,4
41518,Wallaroo (SA),4
41519,Wallaroo Mines,4
41520,Wallaroo Plain,4
41521,Walloway,4
41522,Waltowa,4
41523,Wami Kata,4
41524,Wanbi,4
41525,Wandana (SA),4
41526,Wandearah East,4
41527,Wandearah West,4
41528,Wandilo,4
41529,Wangary,4
41530,Wangolina,4
41531,Wanilla,4
41532,Wappilka,4
41533,Warburto,4
41534,Ward Belt,4
41535,Ward Hill,4
41536,Warnertown,4
41537,Warnes,4
41538,Warooka,4
41539,Warradale,4
41540,Warramboo,4
41541,Washpool (SA),4
41542,Wasleys,4
41543,Watarru,4
41544,Watchman,4
41545,Waterfall Gully,4
41546,Waterloo (SA),4
41547,Waterloo Corner,4
41548,Watervale,4
41549,Watraba,4
41550,Wattle Flat (SA),4
41551,Wattle Park,4
41552,Wattle Range,4
